customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-02675,Male,1,Yes,Yes,25,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,97.4,5658.94,No
ID-02676,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,77.07,1037.99,Yes
ID-02677,Female,1,No,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,78.91,7039.06,Yes
ID-02678,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,36.23,6378.02,No
ID-02679,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Mailed check,108.06,8038.3,No
ID-02680,Male,1,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,74.45,611.2,Yes
ID-02681,Male,0,Yes,No,25,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,75.95,4830.76,No
ID-02682,Female,0,Yes,No,28,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card,76.08,6161.57,No
ID-02683,Male,0,No,No,8,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,46.01,7841.24,Yes
ID-02684,Female,1,No,No,35,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.87,4195.99,Yes
ID-02685,Male,0,No,No,3,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,104.92,8262.88,No
ID-02686,Male,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.18,1079.72,No
ID-02687,Female,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,62.65,3772.85,No
ID-02688,Male,0,No,Yes,12,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,36.25,2212.38,Yes
ID-02689,Female,1,No,Yes,19,No,No,No,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,42.22,1364.93,No
ID-02690,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,52.02,2503.66,No
ID-02691,Male,0,No,No,50,No,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,108.9,5779.06,No
ID-02692,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,81.18,4205.95,No
ID-02693,Female,0,Yes,Yes,32,No,No,DSL,Yes,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer,77.34,1591.65,No
ID-02694,Female,0,Yes,Yes,20,No,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,113.4,293.15,Yes
ID-02695,Female,0,No,Yes,21,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card,97.78,8021.81,No
ID-02696,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,19.86,2740.73,No
ID-02697,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,30.75,1123.97,No
ID-02698,Female,0,No,Yes,11,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.15,1284.85,Yes
ID-02699,Female,0,No,No,14,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,48.79,2214.58,Yes
ID-02700,Male,0,No,No,1,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,102.07,2018.59,No
ID-02701,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,95.63,2440.99,No
ID-02702,Female,0,Yes,No,44,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,32.87,1972.64,Yes
ID-02703,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card,71.91,3750.47,No
ID-02704,Female,0,Yes,No,54,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Credit card,29.22,6653.39,Yes
ID-02705,Female,1,No,No,31,No,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,35.62,253.8,No
ID-02706,Male,0,Yes,Yes,21,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,42.59,1668.9,Yes
ID-02707,Female,0,No,No,54,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,109.23,6188.71,No
ID-02708,Female,0,Yes,No,16,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,55.01,1308.53,No
ID-02709,Female,0,No,No,69,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.29,6443.02,Yes
ID-02710,Female,0,No,No,50,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,93.7,4479.87,Yes
ID-02711,Male,0,Yes,No,7,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,No,Bank transfer,93.57,7658.81,Yes
ID-02712,Female,0,No,No,60,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,99.0,106.3,No
ID-02713,Female,1,Yes,No,9,Yes,No,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,27.89,6815.92,Yes
ID-02714,Female,0,Yes,No,18,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,100.12,4977.34,No
ID-02715,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,One year,No,Credit card,43.63,4081.81,No
ID-02716,Female,0,No,No,66,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,117.14,1281.14,No
ID-02717,Male,0,No,Yes,54,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,103.49,2046.77,No
ID-02718,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,118.41,6830.42,No
ID-02719,Female,0,No,No,55,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,112.43,1309.64,No
ID-02720,Female,0,Yes,No,62,No,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,54.4,4588.53,Yes
ID-02721,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,112.89,1817.68,No
ID-02722,Female,0,Yes,Yes,46,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,51.44,4258.55,Yes
ID-02723,Male,0,Yes,Yes,5,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,84.51,2225.97,No
ID-02724,Male,0,No,No,33,No,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,100.52,3061.18,No
ID-02725,Female,0,No,No,64,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Bank transfer,56.64,6972.67,No
ID-02726,Female,0,Yes,No,63,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,38.74,339.93,Yes
ID-02727,Male,0,No,Yes,65,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card,108.19,8028.73,No
ID-02728,Male,0,Yes,No,30,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,28.63,2786.19,No
ID-02729,Male,1,No,No,61,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.93,5183.88,No
ID-02730,Male,0,No,No,53,No,No,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,72.58,1940.1,Yes
ID-02731,Female,0,Yes,No,7,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,99.13,3127.25,No
ID-02732,Female,0,Yes,Yes,41,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,105.57,4001.96,No
ID-02733,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.67,5987.31,Yes
ID-02734,Female,0,No,No,58,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card,75.88,7584.93,Yes
ID-02735,Female,1,No,Yes,39,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,104.06,7524.6,No
ID-02736,Male,0,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Mailed check,65.18,2938.96,No
ID-02737,Female,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,74.44,787.08,No
ID-02738,Female,1,Yes,Yes,37,No,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer,20.1,8034.97,Yes
ID-02739,Female,0,No,No,1,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,113.84,284.28,Yes
ID-02740,Female,0,Yes,Yes,40,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,75.21,7654.04,No
ID-02741,Female,0,No,No,18,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,91.37,242.04,Yes
ID-02742,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,43.17,8482.18,No
ID-02743,Male,1,No,Yes,61,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Credit card,84.24,114.86,No
ID-02744,Male,0,No,No,15,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,64.48,165.57,No
ID-02745,Female,1,No,Yes,21,No,No phone service,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card,29.55,4427.02,Yes
ID-02746,Male,0,Yes,No,13,No,No,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,101.68,5796.84,No
ID-02747,Male,1,Yes,No,55,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,102.6,3075.65,No
ID-02748,Female,1,No,No,64,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.65,5269.28,No
ID-02749,Female,0,No,No,44,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,57.51,7348.91,Yes
ID-02750,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,46.53,6913.22,No
ID-02751,Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,70.15,7680.16,No
ID-02752,Male,0,No,Yes,45,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,67.37,1397.64,Yes
ID-02753,Female,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,84.22,1965.07,No
ID-02754,Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.12,5111.7,No
ID-02755,Male,0,Yes,Yes,21,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,40.53,6289.97,No
ID-02756,Male,0,Yes,Yes,39,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,90.94,948.72,No
ID-02757,Female,1,Yes,Yes,38,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,One year,No,Bank transfer,116.36,1540.38,No
ID-02758,Female,0,No,No,40,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,113.36,8016.88,No
ID-02759,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,97.84,242.18,Yes
ID-02760,Female,0,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card,25.03,3500.41,No
ID-02761,Male,0,Yes,Yes,70,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,42.15,1845.64,No
ID-02762,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,87.56,6728.95,No
ID-02763,Male,0,No,Yes,58,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,47.98,7502.56,No
ID-02764,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card,57.81,2158.8,Yes
ID-02765,Female,0,Yes,No,30,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,114.1,5130.5,Yes
ID-02766,Female,0,No,Yes,68,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card,26.92,7325.97,No
ID-02767,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,104.81,5205.23,No
ID-02768,Male,0,No,No,71,No,No phone service,No,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card,23.3,5224.28,No
ID-02769,Male,0,Yes,Yes,20,No,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card,52.21,3596.36,No
ID-02770,Male,1,No,No,15,No,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,74.07,5677.71,No
ID-02771,Male,0,No,No,50,No,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card,54.07,8341.04,Yes
ID-02772,Female,1,No,No,15,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,114.44,2614.99,No
ID-02773,Female,0,Yes,No,17,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,68.94,1756.74,No
ID-02774,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,92.0,8322.0,No
ID-02775,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,88.81,539.76,Yes
ID-02776,Male,0,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,102.18,7297.37,No
ID-02777,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,105.07,7903.04,Yes
ID-02778,Male,0,Yes,No,36,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,65.11,1919.94,No
ID-02779,Male,0,No,Yes,15,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card,104.98,3707.68,No
ID-02780,Male,0,Yes,No,64,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,83.92,1084.48,No
ID-02781,Female,0,No,No,59,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,87.2,3198.59,No
ID-02782,Male,0,No,No,60,Yes,No,No,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,35.66,3981.66,No
ID-02783,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,42.88,4434.45,No
ID-02784,Female,0,No,Yes,65,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,87.36,1079.55,No
ID-02785,Female,0,No,Yes,31,No,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,44.95,3516.24,Yes
ID-02786,Female,0,Yes,Yes,18,No,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,67.5,5436.1,No
ID-02787,Male,0,No,No,55,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,67.49,4352.76,Yes
ID-02788,Female,1,Yes,No,4,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Mailed check,41.77,7310.45,No
ID-02789,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,75.18,8260.75,No
ID-02790,Female,0,No,Yes,27,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,74.91,7097.56,No
ID-02791,Male,0,Yes,No,71,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,31.22,428.89,No
ID-02792,Male,0,Yes,Yes,28,No,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,56.55,1878.72,No
ID-02793,Male,0,Yes,Yes,58,No,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,55.02,777.5,No
ID-02794,Female,0,Yes,Yes,24,Yes,No,No,No,No,Yes,Yes,No,No,Two year,No,Mailed check,74.74,3778.08,Yes
ID-02795,Female,0,Yes,No,21,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer,93.56,6291.1,No
ID-02796,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,20.08,298.66,No
ID-02797,Female,0,No,No,22,No,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Credit card,31.57,2332.65,No
ID-02798,Male,0,Yes,No,69,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,48.6,832.03,No
ID-02799,Male,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,No,Mailed check,99.7,3572.47,No
ID-02800,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,66.54,8037.69,Yes
ID-02801,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,69.59,3596.1,Yes
ID-02802,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,59.38,5519.21,No
ID-02803,Female,0,Yes,No,9,No,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card,59.97,3372.42,No
ID-02804,Male,0,No,Yes,46,No,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,116.49,6357.45,No
ID-02805,Male,0,No,No,3,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,108.56,6457.73,No
ID-02806,Male,0,No,Yes,11,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,91.2,1214.65,No
ID-02807,Male,1,Yes,Yes,41,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,50.82,5679.28,No
ID-02808,Male,0,Yes,Yes,3,No,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,69.88,3366.6,Yes
ID-02809,Female,1,No,Yes,5,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Credit card,87.54,7469.29,Yes
ID-02810,Male,0,Yes,Yes,13,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,57.9,1385.98,No
ID-02811,Male,0,Yes,Yes,34,No,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,70.96,7795.9,No
ID-02812,Male,0,No,Yes,46,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card,32.89,4451.38,Yes
ID-02813,Female,0,No,No,57,Yes,No,No,No internet service,No,No,No,No,Yes,Two year,Yes,Credit card,27.65,2232.73,No
ID-02814,Female,0,Yes,No,64,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,35.06,2918.62,No
ID-02815,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,94.19,61.68,Yes
ID-02816,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,37.34,8250.69,Yes
ID-02817,Male,1,No,Yes,64,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,111.18,1968.01,No
ID-02818,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No,No,No,No,Yes,Two year,No,Credit card,55.29,7902.53,No
ID-02819,Female,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,35.24,7410.5,No
ID-02820,Female,0,Yes,Yes,17,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,101.19,3043.55,Yes
ID-02821,Male,0,No,Yes,34,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,64.14,1846.13,No
ID-02822,Male,0,No,Yes,25,No,No phone service,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,57.29,3715.48,No
ID-02823,Female,0,No,Yes,37,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,51.36,8109.05,No
ID-02824,Female,1,Yes,Yes,65,No,No,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,51.47,7429.19,Yes
ID-02825,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,84.93,4252.88,No
ID-02826,Female,0,No,Yes,56,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card,72.59,4746.27,Yes
ID-02827,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,65.25,3559.8,No
ID-02828,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,63.18,8206.02,No
ID-02829,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,32.52,8588.76,No
ID-02830,Female,0,No,Yes,26,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,101.45,2524.21,No
ID-02831,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,111.4,8249.05,No
ID-02832,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,98.87,8255.13,No
ID-02833,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Credit card,63.6,4121.38,Yes
ID-02834,Male,0,Yes,No,29,No,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Mailed check,115.96,3614.02,No
ID-02835,Male,1,No,No,14,No,No,No,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,80.42,7552.12,Yes
ID-02836,Female,1,Yes,No,55,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,96.05,8191.31,Yes
ID-02837,Male,0,No,Yes,34,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,92.74,3505.49,Yes
ID-02838,Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card,89.39,4283.94,No
ID-02839,Male,1,Yes,No,23,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,82.77,2914.89,No
ID-02840,Male,1,Yes,No,7,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,39.52,1829.08,No
ID-02841,Male,0,No,No,42,No,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,47.84,8651.99,No
ID-02842,Male,0,Yes,Yes,41,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,107.37,1654.75,No
ID-02843,Male,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Credit card,36.34,7074.37,Yes
ID-02844,Female,0,Yes,No,46,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.52,3663.26,No
ID-02845,Female,0,Yes,Yes,25,Yes,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,46.81,743.33,Yes
ID-02846,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,54.68,2834.28,Yes
ID-02847,Female,0,Yes,No,21,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,73.84,738.72,No
ID-02848,Male,1,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,79.11,8528.37,No
ID-02849,Female,0,No,No,14,No,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,97.71,2316.62,No
ID-02850,Female,0,Yes,Yes,35,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,25.63,6483.81,No
ID-02851,Male,0,Yes,Yes,62,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,39.18,3706.89,No
